Rank;Name;Year;Genre;Genre_Enum;Publisher;VG_Global_Sales;IGN_Score;Editors_Choice
332;Grand Theft Auto: Liberty City Stories;2005;Action;5;Take-Two Interactive;11.26;9;Y
333;Battlefield 3;2011;Shooter;7;Electronic Arts;17.36;9;Y
334;Mario Kart 8;2014;Racing;8;Nintendo;6.96;9;Y
335;FIFA 14;2013;Sports;2;Electronic Arts;17.14;9;Y
336;Donkey Kong Country Returns;2010;Platform;1;Nintendo;8.46;9;Y
337;Kingdom Hearts;2002;Role-Playing;3;Sony Computer Entertainment;8.15;9;Y
338;Halo 3: ODST;2009;Shooter;7;Microsoft Game Studios;6.36;9;Y
339;Gears of War 3;2011;Shooter;7;Microsoft Game Studios;6.24;9;Y
340;Tekken 2;1996;Fighting;4;Sony Computer Entertainment;5.74;9;Y
341;Donkey Kong 64;1999;Platform;1;Nintendo;5.27;9;N
342;Dragon Quest VIII: Journey of the Cursed King;2004;Role-Playing;3;Square Enix;6.07;9;Y
343;The Legend of Zelda: Phantom Hourglass;2007;Action;5;Nintendo;5.17;9;Y
344;Resident Evil 5;2009;Action;5;Capcom;8.69;9;Y
345;Grand Theft Auto: Vice City Stories;2006;Action;5;Take-Two Interactive;6.05;9;Y
346;Super Mario Bros.;1999;Platform;1;Nintendo;5.07;9;Y
347;Spyro the Dragon;1998;Platform;1;Sony Computer Entertainment;5;9;N
348;Uncharted: The Nathan Drake Collection;2015;Action;5;Sony Computer Entertainment;4.47;9;Y
349;Halo 5: Guardians;2015;Shooter;7;Microsoft Game Studios;4.26;9;Y
350;Daxter;2006;Platform;1;Sony Computer Entertainment;4.22;9;Y
351;Uncharted 4: A Thief's End;2016;Shooter;7;Sony Computer Entertainment;4.2;9;Y
352;Fallout: New Vegas;2010;Role-Playing;3;Bethesda Softworks;8.41;9;Y
353;Left 4 Dead 2;2009;Shooter;7;Electronic Arts;4.36;9;Y
354;Monster Hunter 4 Ultimate;2014;Role-Playing;3;Nintendo;3.89;9;Y
355;NBA 2K16;2015;Sports;2;Take-Two Interactive;8.03;9;Y
356;Left 4 Dead;2008;Shooter;7;Electronic Arts;3.54;9;Y
357;Far Cry 3;2012;Shooter;7;Ubisoft;7.47;9;Y
358;Tekken 4;2002;Fighting;4;Namco Bandai Games;3.44;9;Y
359;LittleBigPlanet 2;2011;Platform;1;Sony Computer Entertainment;3.42;9;Y
360;Super Mario Maker;2015;Platform;1;Nintendo;3.18;9;Y
361;Rhythm Heaven;2008;Misc;12;Nintendo;4.07;9;Y
362;Sonic Rush;2005;Platform;1;Sega;3.15;9;Y
363;Halo: The Master Chief Collection;2014;Shooter;7;Microsoft Game Studios;3.15;9;Y
364;Personal Trainer: Cooking;2006;Misc;12;Nintendo;3.12;9;Y
365;Heavy Rain;2010;Adventure;6;Sony Computer Entertainment;3.12;9;Y
366;Borderlands 2;2012;Shooter;7;Take-Two Interactive;7.11;9;Y
367;World Soccer Winning Eleven 6 International;2002;Sports;2;Konami Digital Entertainment;2.99;9;Y
368;Star Wars: The Old Republic;2011;Role-Playing;3;Electronic Arts;2.97;9;Y
369;Pac-Man Collection;2001;Puzzle;10;Atari;2.94;9;Y
370;Mass Effect;2007;Role-Playing;3;Microsoft Game Studios;3.61;9;Y
371;Need for Speed: Hot Pursuit;2010;Racing;8;Electronic Arts;5.89;9;Y
372;Professor Layton and the Last Specter;2009;Puzzle;10;Nintendo;2.79;9;Y
373;pro evolution soccer 2011;2010;Sports;2;Konami Digital Entertainment;4.52;9;Y
374;Dragon Warrior Monsters;1998;Role-Playing;3;Eidos Interactive;2.35;9;Y
375;Mario Tennis;2000;Sports;2;Nintendo;3.59;9;Y
376;LEGO Marvel Super Heroes;2013;Action;5;Warner Bros. Interactive Entertainment;9.86;9;Y
377;Guild Wars 2;2012;Action;5;NCSoft;2.3;9;Y
378;Sonic's Ultimate Genesis Collection;2009;Misc;12;Sega;3.7;9;Y
379;Wario Land 4;2001;Platform;1;Nintendo;2.26;9;Y
380;Rock Band 2;2008;Misc;12;Electronic Arts;5.32;9;Y
381;Wario Land 3;2000;Platform;1;Nintendo;2.2;9;N
382;Donkey Kong Country;2000;Platform;1;Nintendo;4.23;9;Y
383;Hitman: Absolution;2012;Action;5;Square Enix;4.2;9;Y
384;ATV Offroad Fury 2;2002;Racing;8;THQ;2.18;9;Y
385;Tetris DS;2006;Puzzle;10;Nintendo;2.13;9;Y
386;Final Fantasy Tactics Advance;2003;Role-Playing;3;SquareSoft;2.13;9;Y
387;World of Warcraft: Cataclysm;2010;Role-Playing;3;Activision;2.08;9;Y
388;Dark Souls;2011;Role-Playing;3;Namco Bandai Games;3.14;9;Y
389;Dance Central 2;2011;Misc;12;Microsoft Game Studios;2.04;9;Y
390;Forza Horizon;2012;Racing;8;Microsoft Game Studios;2.02;9;Y
391;Tenchu: Stealth Assassins;1997;Action;5;Activision;1.99;9;Y
392;PaRappa The Rapper;1996;Misc;12;Sony Computer Entertainment;2.06;9;Y
393;Destiny: The Taken King;2015;Shooter;7;Activision;3.87;9;Y
394;Max Payne 3;2012;Shooter;7;Take-Two Interactive;3.99;9;Y
395;Star Fox Adventures;2002;Adventure;6;Nintendo;1.87;9;Y
396;Turok 2: Seeds of Evil;1997;Platform;1;Acclaim Entertainment;1.86;9;N
397;Sonic Advance 2;2002;Platform;1;Sega;1.8;9;Y
398;The Beatles: Rock Band;2009;Misc;12;MTV Games;4.18;9;Y
399;Forza Motorsport 6;2015;Racing;8;Microsoft Game Studios;1.74;9;Y
400;Crash Bandicoot: The Huge Adventure;2002;Platform;1;Universal Interactive;1.73;9;Y
401;Star Ocean: Till The End of Time;2003;Role-Playing;3;Ubisoft;1.72;9;Y
402;SOCOM 3: U.S. Navy SEALs;2005;Shooter;7;Sony Computer Entertainment;1.69;9;Y
403;Sid Meier's Civilization V;2010;Strategy;9;Take-Two Interactive;1.69;9;Y
404;NCAA Football 2004;2003;Sports;2;Electronic Arts;2.25;9;Y
405;SSX;2000;Sports;2;Electronic Arts;3.31;9;Y
406;Tiger Woods PGA Tour 2004;2003;Sports;2;Electronic Arts;2.59;9;Y
407;Silent Hill;1999;Action;5;Konami Digital Entertainment;1.6;9;Y
408;NCAA Football 2002;2001;Sports;2;Electronic Arts;1.57;9;Y
409;Warcraft III: The Frozen Throne;2003;Strategy;9;Activision;1.54;9;Y
410;Donkey Kong Country: Tropical Freeze;2014;Platform;1;Nintendo;1.52;9;N
411;Dead Space 2;2011;Shooter;7;Electronic Arts;3.29;9;Y
412;Super Monkey Ball 2;2002;Puzzle;10;Atari;1.52;9;Y
413;Football Manager 2012;2011;Sports;2;Sega;1.65;9;Y
414;Resistance 3;2011;Shooter;7;Sony Computer Entertainment;1.5;9;Y
415;Super Scribblenauts;2010;Puzzle;10;Warner Bros. Interactive Entertainment;1.5;9;Y
416;WWF No Mercy;2000;Fighting;4;THQ;1.5;9;Y
417;Wario Land II;1997;Platform;1;Nintendo;1.48;9;N
418;LittleBigPlanet PS Vita;2012;Platform;1;Sony Computer Entertainment;1.47;9;Y
419;Onimusha 3: Demon Siege;2004;Action;5;Capcom;1.45;9;Y
420;Tiger Woods PGA Tour 2005;2004;Sports;2;Electronic Arts;2.44;9;Y
421;The Legend of Zelda: The Minish Cap;2004;Action;5;Nintendo;1.42;9;Y
422;Sonic Advance 3;2004;Platform;1;THQ;1.4;9;Y
423;Deus Ex: Human Revolution;2011;Shooter;7;Square Enix;3.49;9;Y
424;Paper Mario;2000;Role-Playing;3;Nintendo;1.38;9;Y
425;Forza Horizon 2;2014;Racing;8;Microsoft Game Studios;2.22;9;Y
426;Alan Wake;2010;Action;5;Microsoft Game Studios;1.42;9;Y
427;Crysis 2;2011;Action;5;Electronic Arts;3.39;9;Y
428;Dark Souls II;2014;Role-Playing;3;Namco Bandai Games;3.07;9;Y
429;World of Warcraft: Wrath of the Lich King;2008;Role-Playing;3;Activision;1.32;9;Y
430;Silent Hill 2;2001;Action;5;Konami Digital Entertainment;1.28;9;Y
431;Castlevania: Symphony of the Night;1997;Platform;1;Konami Digital Entertainment;1.27;9;Y
432;WWE '12;2011;Fighting;4;THQ;2.81;9;Y
433;Devil Dice;1998;Puzzle;10;THQ;1.26;9;Y
434;NBA Live 2001;2000;Sports;2;Electronic Arts;2.35;9;Y
435;Kirby Tilt 'n' Tumble;2000;Puzzle;10;Nintendo;1.23;9;Y
436;Golden Sun: The Lost Age;2002;Role-Playing;3;Nintendo;1.22;9;N
437;Metal Gear Solid: Portable Ops;2006;Action;5;Konami Digital Entertainment;1.19;9;Y
438;Football Manager 2013;2012;Sports;2;Sega;1.17;9;Y
439;Final Fantasy Tactics: The War of the Lions;2007;Role-Playing;3;Square Enix;1.16;9;Y
440;ModNation Racers;2010;Racing;8;Sony Computer Entertainment;1.67;9;Y
441;Sunset Overdrive;2014;Shooter;7;Microsoft Game Studios;1.11;9;N
442;Tiger Woods PGA Tour 10;2009;Sports;2;Electronic Arts;3.03;9;Y
443;F1 2012;2012;Racing;8;Codemasters;1.72;9;Y
444;DJ Hero;2009;Misc;12;Activision;3.06;9;Y
445;UFC Undisputed 3;2012;Action;5;THQ;2.05;9;Y
446;Pokemon Conquest;2012;Role-Playing;3;Nintendo;1.05;9;Y
447;F-Zero: Maximum Velocity;2001;Racing;8;Nintendo;1.04;9;Y
448;MotorStorm: Arctic Edge;2009;Racing;8;Sony Computer Entertainment;1.38;9;Y
449;Monster Rancher;1997;Simulation;11;Tecmo Koei;1.01;9;N
450;Rocksmith 2014;2013;Misc;12;Ubisoft;3.62;9;Y
451;Xenoblade Chronicles;2010;Role-Playing;3;Nintendo;1.54;9;Y
452;South Park: The Stick of Truth;2014;Role-Playing;3;Ubisoft;2.13;9;Y
453;Dark Cloud 2;2002;Role-Playing;3;Sony Computer Entertainment;0.96;9;Y
454;The Witcher 2: Assassins of Kings;2011;Action;5;Namco Bandai Games;1.9;9;Y
455;Evolve;2015;Shooter;7;Take-Two Interactive;1.75;9;Y
456;Star Fox 64 3D;2011;Shooter;7;Nintendo;0.94;9;Y
457;Castlevania: Lament of Innocence;2003;Action;5;Konami Digital Entertainment;0.94;9;Y
458;Killzone: Liberation;2006;Shooter;7;Sony Computer Entertainment;0.89;9;Y
459;Castlevania: Circle of the Moon;2001;Platform;1;Konami Digital Entertainment;0.89;9;Y
460;Ace Combat 2;1997;Simulation;11;Sony Computer Entertainment;0.89;9;Y
461;NFL 2K2;2001;Sports;2;Sega;1.07;9;Y
462;Kingdoms of Amalur: Reckoning;2012;Role-Playing;3;Electronic Arts;2.07;9;Y
463;Fight Night Round 2;2005;Fighting;4;Electronic Arts;1.64;9;Y
464;Lemmings;2006;Puzzle;10;Sony Computer Entertainment;0.87;9;N
465;The World Ends With You;2007;Role-Playing;3;Square Enix;0.86;9;Y
466;Burnout 2: Point of Impact;2002;Racing;8;Acclaim Entertainment;1.24;9;Y
467;Tiger Woods PGA Tour 11;2010;Sports;2;Electronic Arts;1.93;9;Y
468;Metroid: Zero Mission;2004;Adventure;6;Nintendo;0.84;9;Y
469;Ace Combat 3: Electrosphere;1999;Simulation;11;Sony Computer Entertainment;0.83;9;Y
470;Shin Megami Tensei: Persona 4;2008;Role-Playing;3;Atlus;0.82;9;Y
471;MadWorld;2009;Action;5;Sega;0.8;9;Y
472;Final Fantasy Anthology;1999;Role-Playing;3;Square EA;0.8;9;Y
473;Final Fantasy Tactics A2: Grimoire of the Rift;2007;Role-Playing;3;Square Enix;0.79;9;Y
474;Pro Evolution Soccer 2015;2014;Sports;2;Konami Digital Entertainment;1.75;9;Y
475;Rare Replay;2015;Misc;12;Microsoft Game Studios;0.75;9;Y
476;Katamari Damacy;2004;Puzzle;10;Namco Bandai Games;0.73;9;Y
477;Skate;2007;Sports;2;Electronic Arts;1.1;9;Y
478;Super Monkey Ball Jr.;2002;Puzzle;10;Atari;0.72;9;Y
479;Catherine;2011;Adventure;6;Deep Silver;1.04;9;Y
480;Blast Corps;1997;Action;5;Nintendo;0.71;9;Y
481;Halo 2 Multiplayer Map Pack;2005;Shooter;7;Microsoft Game Studios;0.69;9;Y
482;Suikoden II;1998;Role-Playing;3;Konami Digital Entertainment;0.68;9;Y
483;Unreal Tournament III;2007;Shooter;7;Midway Games;1.2;9;Y
484;Darkstone;2001;Role-Playing;3;Electronic Arts;0.66;9;Y
485;Advance Wars 2: Black Hole Rising;2003;Strategy;9;Nintendo;0.65;9;Y
486;NBA Live 06;2005;Sports;2;Electronic Arts;1.68;9;Y
487;Castlevania;1999;Platform;1;Konami Digital Entertainment;0.64;9;Y
488;Konami Collector's Series: Arcade Advanced;2002;Misc;12;Konami Digital Entertainment;0.64;9;Y
489;Ape Escape 2;2002;Platform;1;Sony Computer Entertainment;0.63;9;Y
490;NBA ShootOut '97;1997;Sports;2;Sony Computer Entertainment;0.62;9;Y
491;Formula 1: Championship Edition;2006;Racing;8;Sony Computer Entertainment;0.61;9;N
492;International Superstar Soccer 64;1997;Sports;2;Konami Digital Entertainment;0.6;9;N
493;Total War: Shogun 2;2011;Strategy;9;Sega;0.59;9;Y
494;Far Cry Instincts;2005;Shooter;7;Ubisoft;0.57;9;Y
495;Wreckless: ThE YaKuza MisSiOns;2002;Racing;8;Activision;0.85;9;Y
496;Final Fantasy IV: The Complete Collection;2011;Role-Playing;3;Square Enix;0.56;9;Y
497;Bust A Groove;1998;Misc;12;Sony Computer Entertainment;0.54;9;Y
498;Valkyria Chronicles II;2010;Role-Playing;3;Sega;0.54;9;Y
499;Lego Star Wars: The Force Awakens;2016;Action;5;Warner Bros. Interactive Entertainment;1.26;9;Y
500;The Grinch;1999;Adventure;6;Konami Digital Entertainment;0.52;9;Y
501;Metal Gear Solid 2: Substance;2002;Action;5;Konami Digital Entertainment;1.14;9;Y
502;Picross DS;2007;Puzzle;10;Nintendo;0.51;9;Y
503;NHL 09;2008;Sports;2;Electronic Arts;1.01;9;Y
504;Rayman Advance;2001;Platform;1;Ubisoft;0.5;9;Y
505;World of Warcraft: Warlords of Draenor;2014;Action;5;Activision Blizzard;0.48;9;Y
506;Dead or Alive 4;2005;Fighting;4;Tecmo Koei;0.47;9;Y
507;MTV Music Generator;1999;Misc;12;Codemasters;0.47;9;Y
508;Sin and Punishment: Star Successor;2009;Shooter;7;Nintendo;0.44;9;Y
509;Grandia;1997;Role-Playing;3;ESP;0.67;9;Y
510;Castlevania: Order of Ecclesia;2008;Platform;1;Konami Digital Entertainment;0.41;9;Y
511;Advance Wars: Dual Strike;2005;Strategy;9;Nintendo;0.4;9;Y
512;NASCAR Heat;2000;Racing;8;Hasbro Interactive;0.39;9;Y
513;LocoRoco;2006;Platform;1;Sony Computer Entertainment;0.39;9;Y
514;All-Star Baseball 2000;1999;Sports;2;Acclaim Entertainment;0.39;9;N
515;Headhunter;2002;Action;5;Sega;0.38;9;Y
516;Guilty Gear X2;2002;Fighting;4;Sammy Corporation;0.35;9;Y
517;Silent Hill HD Collection;2012;Action;5;Konami Digital Entertainment;0.53;9;N
518;Planet Puzzle League;2007;Puzzle;10;Nintendo;0.33;9;Y
519;Deus Ex: Invisible War;2003;Shooter;7;Eidos Interactive;0.33;9;Y
520;Jeanne d'Arc;2006;Role-Playing;3;Sony Computer Entertainment;0.33;9;Y
521;Folklore;2007;Role-Playing;3;Sony Computer Entertainment;0.33;9;Y
522;Sky Odyssey;2000;Simulation;11;Sony Computer Entertainment;0.32;9;Y
523;24: The Game;2006;Adventure;6;Sony Computer Entertainment;0.3;9;Y
524;Romance of the Three Kingdoms VIII;2002;Strategy;9;Tecmo Koei;0.3;9;Y
525;Starhawk;2012;Action;5;Sony Computer Entertainment;0.29;9;Y
526;Final Fantasy VI Advance;2006;Role-Playing;3;Nintendo;0.28;9;Y
527;Virtua Fighter 5 Online;2007;Fighting;4;Sega;0.28;9;Y
528;Patapon 3;2011;Misc;12;Sony Computer Entertainment;0.28;9;Y
529;Lumines: Electronic Symphony;2012;Misc;12;Ubisoft;0.26;9;Y
530;Journey;2012;Adventure;6;Sony Computer Entertainment Europe;0.25;9;Y
531;Amped 2;2003;Sports;2;Microsoft Game Studios;0.25;9;Y
532;WipEout XL;1996;Racing;8;Psygnosis;0.25;9;Y
533;WipEout Fusion;2002;Racing;8;Sony Computer Entertainment;0.25;9;Y
534;Meteos;2005;Puzzle;10;Nintendo;0.23;9;Y
535;Star Wars Jedi Knight II: Jedi Outcast;2002;Shooter;7;Activision;0.54;9;Y
536;Disgaea: Afternoon of Darkness;2006;Role-Playing;3;Tecmo Koei;0.23;9;Y
537;Viewtiful Joe 2;2004;Action;5;Capcom;0.43;9;Y
538;Rollcage;1999;Racing;8;Psygnosis;0.21;9;N
539;Speed Punks;1998;Racing;8;Sony Computer Entertainment;0.2;9;Y
540;San Francisco Rush 2049;2000;Racing;8;Midway Games;0.2;9;Y
541;Looney Tunes: Space Race;2002;Racing;8;Infogrames;0.2;9;Y
542;Mega Man Legacy Collection;2016;Platform;1;Capcom;0.27;9;Y
543;Disgaea DS;2008;Role-Playing;3;Square Enix;0.19;9;N
544;Frequency;2001;Misc;12;Sony Computer Entertainment;0.19;9;Y
545;Commandos 2: Men of Courage;2002;Strategy;9;Eidos Interactive;0.25;9;Y
546;Gunvalkyrie;2002;Shooter;7;Infogrames;0.17;9;Y
547;Bomberman;2005;Puzzle;10;Ubisoft;0.32;9;Y
548;Terraria;2011;Action;5;Unknown;1.68;9;Y
549;Rayman 3;2003;Platform;1;Ubisoft;0.14;9;Y
550;Klonoa: Empire of Dreams;2001;Platform;1;Infogrames;0.14;9;Y
551;Super Puzzle Fighter II Turbo;1996;Puzzle;10;Virgin Interactive;0.14;9;Y
552;Shovel Knight;2015;Platform;1;Yacht Club Games;0.32;9;Y
553;Puzzle Quest 2;2010;Puzzle;10;D3Publisher;0.12;9;Y
554;Rocket: Robot on Wheels;1999;Platform;1;Ubisoft;0.12;9;Y
555;PixelJunk Monsters Deluxe;2010;Strategy;9;Sony Computer Entertainment;0.12;9;Y
556;Ultra Street Fighter IV;2015;Fighting;4;Capcom;0.1;9;Y
557;Henry Hatsworth in the Puzzling Adventure;2009;Puzzle;10;Electronic Arts;0.09;9;Y
558;Metal Slug X;2001;Shooter;7;Virgin Interactive;0.09;9;Y
559;Project Eden;2001;Action;5;Eidos Interactive;0.09;9;Y
560;Grand Prix Challenge;2002;Racing;8;Atari;0.08;9;Y
561;Microsoft Flight Simulator 2004: A Century of Flight;2003;Simulation;11;Microsoft Game Studios;0.07;9;Y
562;Cut the Rope;2014;Puzzle;10;Activision;0.07;9;Y
563;Gunstar Super Heroes;2005;Shooter;7;Sega;0.07;9;Y
564;The Lord of the Rings: The Battle for Middle-Earth II;2006;Strategy;9;Electronic Arts;0.08;9;Y
565;Plants vs. Zombies;2009;Strategy;9;PopCap Games;1.68;9;Y
566;The Typing of the Dead;2000;Shooter;7;Sega;0.05;9;Y
567;Puyo Pop;2001;Puzzle;10;Sega;0.05;9;N
568;Supreme Commander;2007;Strategy;9;THQ;0.14;9;Y
569;Trine 2;2011;Platform;1;Focus Home Interactive;0.07;9;Y
570;Radiant Silvergun;1998;Shooter;7;ESP;0.03;9;Y
571;Neverwinter Nights;2002;Role-Playing;3;Atari;0.03;9;Y
572;Homeworld 2;2003;Strategy;9;Vivendi Games;0.03;9;Y
573;Hearts of Iron IV;2016;Strategy;9;Paradox Interactive;0.03;9;Y
574;Botanicula;2012;Adventure;6;Daedalic Entertainment;0.03;9;Y
575;The Last Guy;2009;Action;5;Sony Computer Entertainment;0.03;9;Y
576;Guild Wars;2005;Role-Playing;3;NCSoft;0.03;9;Y
577;SWAT 4;2005;Shooter;7;Vivendi Games;0.03;9;Y
578;Pharaoh;1998;Strategy;9;Vivendi Games;0.02;9;Y
579;Warhammer Online: Age of Reckoning;2008;Role-Playing;3;GOA;0.02;9;Y
580;Ceville;2009;Action;5;Kalypso Media;0.02;9;Y
581;Lode Runner;2006;Puzzle;10;Hudson Entertainment;0.02;9;Y
582;Uru: Ages Beyond Myst;2003;Adventure;6;Ubisoft;0.02;9;Y
583;Divinity: Original Sin;2014;Role-Playing;3;Focus Home Interactive;0.36;9;Y
584;Pillars of Eternity;2014;Role-Playing;3;Paradox Interactive;0.02;9;Y
585;Unreal Tournament 2003;2002;Shooter;7;Atari;0.01;9;Y
586;Moto Racer Advance;2002;Racing;8;Ubisoft;0.01;9;Y
587;Icewind Dale II;2002;Role-Playing;3;Interplay;0.01;9;Y
588;New Super Mario Bros. Wii;2009;Platform;1;Nintendo;28.62;8.9;Y
589;Final Fantasy XIII;2009;Role-Playing;3;Square Enix;7.53;8.9;Y
590;Guitar Hero III: Legends of Rock;2007;Misc;12;Activision;16.4;8.9;Y
591;Forza Motorsport 2;2007;Racing;8;Microsoft Game Studios;4.06;8.9;Y
592;MotorStorm;2006;Racing;8;Sony Computer Entertainment;3.88;8.9;Y
593;Super Paper Mario;2007;Platform;1;Nintendo;3.76;8.9;Y
594;Battlefield: Bad Company 2;2010;Shooter;7;Electronic Arts;7.16;8.9;Y
595;Titanfall;2014;Shooter;7;Electronic Arts;4.86;8.9;Y
596;Madden NFL 10;2009;Sports;2;Electronic Arts;7.57;8.9;Y
597;Onimusha: Warlords;2001;Action;5;Virgin Interactive;2.7;8.9;Y
598;Harry Potter and the Chamber of Secrets;2002;Action;5;Electronic Arts;7.64;8.9;Y
599;NBA Live 2005;2004;Sports;2;Electronic Arts;3.94;8.9;Y
600;Onimusha 2: Samurai's Destiny;2002;Adventure;6;Capcom;2.25;8.9;Y
601;Syphon Filter 2;2000;Shooter;7;Sony Computer Entertainment;2.15;8.9;Y
602;Def Jam Vendetta;2003;Fighting;4;Electronic Arts;2.19;8.9;Y
603;NBA Ballers;2004;Sports;2;Midway Games;2.17;8.9;Y
604;Tiger Woods PGA Tour 2003;2002;Sports;2;Electronic Arts;2.31;8.9;Y
605;NFL Street 2;2004;Sports;2;Electronic Arts;2.29;8.9;Y
606;Dragon Quest V: Hand of the Heavenly Bride;2008;Role-Playing;3;Square Enix;1.6;8.9;Y
607;Guitar Hero 5;2009;Misc;12;Activision;4.94;8.9;Y
608;007: The World is not Enough;2000;Action;5;Electronic Arts;2.47;8.9;Y
609;WWF WrestleMania 2000;1999;Fighting;4;THQ;1.48;8.9;Y
610;NCAA Football 2003;2002;Sports;2;Electronic Arts;2.17;8.9;Y
611;Colin McRae Rally 3;2002;Racing;8;Codemasters;1.44;8.9;Y
612;NBA 2K17;2016;Sports;2;Take-Two Interactive;1.93;8.9;N
613;Hot Shots Golf: Out of Bounds;2007;Sports;2;Sony Computer Entertainment;1.14;8.9;Y
614;Counter-Strike;2003;Shooter;7;Microsoft Game Studios;1.11;8.9;Y
615;Project CARS;2015;Racing;8;Slightly Mad Studios;1.38;8.9;Y
616;Guitar Hero: Metallica;2009;Misc;12;Activision;2.74;8.9;Y
617;MLB 2000;1999;Sports;2;Sony Computer Entertainment;0.94;8.9;N
618;Bully;2006;Action;5;Take-Two Interactive;0.94;8.9;Y
619;Burnout Revenge;2005;Racing;8;Electronic Arts;1.94;8.9;Y
620;The Legendary Starfy;2008;Platform;1;Nintendo;0.86;8.9;Y
621;DmC: Devil May Cry;2013;Action;5;Capcom;1.69;8.9;Y
622;All-Star Baseball 2003;2002;Sports;2;Acclaim Entertainment;1.33;8.9;Y
623;Fear Effect;1998;Action;5;Eidos Interactive;0.72;8.9;Y
624;MLB 10: The Show;2010;Sports;2;Sony Computer Entertainment;1.32;8.9;Y
625;Napoleon: Total War;2010;Strategy;9;Sega;0.66;8.9;Y
626;Muramasa: The Demon Blade;2009;Role-Playing;3;Rising Star Games;0.87;8.9;Y
627;Harvest Moon: Friends of Mineral Town;2003;Simulation;11;Ubisoft;0.59;8.9;Y
628;War of the Monsters;2003;Fighting;4;Sony Computer Entertainment;0.54;8.9;Y
629;StarCraft II: Legacy of the Void;2015;Strategy;9;Activision;0.51;8.9;N
630;SplashDown: Rides Gone Wild;2003;Racing;8;THQ;0.5;8.9;Y
631;Football Manager 2015;2014;Simulation;11;Sega;0.48;8.9;N
632;Delta Force: Black Hawk Down;2005;Shooter;7;NovaLogic;0.8;8.9;Y
633;Pokemon Puzzle League;2000;Puzzle;10;Nintendo;0.45;8.9;N
634;Castlevania: Portrait of Ruin;2006;Platform;1;Konami Digital Entertainment;0.43;8.9;Y
635;Rush 2: Extreme Racing USA;1998;Racing;8;Midway Games;0.42;8.9;N
636;Turok: Rage Wars;1999;Shooter;7;Acclaim Entertainment;0.37;8.9;N
637;MechAssault 2: Lone Wolf;2004;Simulation;11;Microsoft Game Studios;0.36;8.9;Y
638;Puzzle Quest: Challenge of the Warlords;2007;Puzzle;10;D3Publisher;0.77;8.9;Y
639;Kelly Slater's Pro Surfer;2002;Sports;2;Activision;0.62;8.9;Y
640;DiRT Rally;2016;Racing;8;Codemasters;0.46;8.9;Y
641;TimeSplitters: Future Perfect;2005;Shooter;7;Electronic Arts;0.48;8.9;Y
642;State of Decay;2015;Strategy;9;Microsoft Game Studios;0.2;8.9;N
643;Guilty Gear X2 #Reload;2004;Fighting;4;Zoo Digital Publishing;0.15;8.9;Y
644;NHL 2K7;2006;Sports;2;Take-Two Interactive;0.21;8.9;Y
645;Railroad Tycoon II;1999;Strategy;9;PopTop Software;0.11;8.9;Y
646;Doom 3;2004;Shooter;7;Activision;1.44;8.9;Y
647;Battlefield 2;2005;Shooter;7;Electronic Arts;0.08;8.9;Y
648;Crush;2007;Puzzle;10;Sega;0.08;8.9;Y
649;Roll Away;1998;Puzzle;10;Sony Computer Entertainment;0.07;8.9;N
650;Robocalypse;2008;Strategy;9;Tecmo Koei;0.07;8.9;Y
651;The Sims 2: Seasons;2007;Simulation;11;Electronic Arts;0.07;8.9;Y
652;Racing Gears Advance;2004;Racing;8;Zoo Digital Publishing;0.06;8.9;Y
653;Silhouette Mirage;1998;Platform;1;ESP;0.05;8.9;Y
654;Praetorians;2003;Strategy;9;Eidos Interactive;0.04;8.9;Y
655;Age of Mythology: The Titans;2003;Strategy;9;Microsoft Game Studios;0.04;8.9;Y
656;Empire Earth II;2005;Strategy;9;Vivendi Games;0.03;8.9;Y
657;Sins of a Solar Empire;2008;Strategy;9;Pinnacle;0.03;8.9;Y
658;Commandos 3: Destination Berlin;2003;Strategy;9;Eidos Interactive;0.02;8.9;Y
659;Animal Crossing: Wild World;2005;Simulation;11;Nintendo;12.27;8.8;Y
660;Call of Duty: Ghosts;2013;Shooter;7;Activision;27.38;8.8;N
661;Need for Speed Underground;2003;Racing;8;Electronic Arts;10.46;8.8;Y
662;Fable II;2008;Role-Playing;3;Microsoft Game Studios;4.31;8.8;Y
663;World of Warcraft: The Burning Crusade;2007;Role-Playing;3;Activision;4.09;8.8;Y
664;Borderlands;2009;Shooter;7;Take-Two Interactive;5.73;8.8;Y
665;Madden NFL 16;2015;Sports;2;Electronic Arts;7.42;8.8;N
666;SOCOM II: U.S. Navy SEALs;2003;Shooter;7;Sony Computer Entertainment;2.94;8.8;Y
667;Tekken 6;2009;Fighting;4;Namco Bandai Games;4.41;8.8;Y
668;Call of Duty 3;2006;Shooter;7;Activision;7.56;8.8;Y
669;Need For Speed: High Stakes;1999;Racing;8;Electronic Arts;2.31;8.8;Y
670;Monster Hunter Tri;2009;Role-Playing;3;Nintendo;5.76;8.8;Y
671;Forza Motorsport 5;2013;Racing;8;Microsoft Game Studios;2.18;8.8;Y
672;Star Wars: Rogue Squadron;1998;Simulation;11;Nintendo;2.17;8.8;Y
